block,timestamp,previousVariableBorrowIndex,variableBorrowIndex,percent_deltaIndex,currentVariableBorrowRate,utilization
24463723,1771176791,1218084145430072175165600094,1218084301728044383624601763,0.000000001188098089046876417203,37467860448631588664583370,0.689437026897988913809456335002
24463724,1771176803,1218084301728044383624601763,1218084319094487670214006806,0.000000001188098064375253670732,37467860614545112055262397,0.689437030628653024777463542705
24463730,1771176875,1218084319094487670214006806,1218084423293153050684012941,0.000000001188098116802452032832,37467201252030727661300324,0.689424901424448566267244586925
24463731,1771176887,1218084423293153050684012941,1218084440659292531208621578,0.000000001188077173678673709635,37468144105522376411272674,0.689442252035621927497288652376
24463732,1771176899,1218084440659292531208621578,1218084458025869274231335270,0.000000001188107057181753134500,37468455320548387632735155,0.689447979541538247261200922367
24463740,1771176995,1218084458025869274231335270,1218084596959646123587915107,0.000000001188116991364858826084,37468981117609074561565798,0.689457660425841445395178652689
24463742,1771177019,1218084596959646123587915107,1218084631693580228499633540,0.000000001188133610015758683896,37468980969177062267378868,0.689457659049795945627181481541
24463750,1771177115,1218084631693580228499633540,1218084770629326002210946578,0.000000001188133660900980714814,37468989262482851500186652,0.689457817075233903025832660205
24463758,1771177211,1218084770629326002210946578,1218084909565118374801235248,0.000000001188133922265984359721,37468988009053481286124616,0.689457799431551277002938604710
24463763,1771177271,1218084909565118374801235248,1218084996399993750204293302,0.000000001188133857965567627138,37468995804620557915959582,0.689457946264852017392854577338
24463770,1771177355,1218084996399993750204293302,1218085117968854968316567152,0.000000001188134122833060573953,37469004333532130187258134,0.689458107953423326996755804430
24463771,1771177367,1218085117968854968316567152,1218085135335840085952732438,0.000000001188134350164441905197,37469456467235577484702218,0.689466428577346301942441186839
24463772,1771177379,1218085135335840085952732438,1218085152703035016402767974,0.000000001188148672041459569717,37459715275435174830564083,0.689287176545107294067804559745
24463774,1771177403,1218085152703035016402767974,1218085187428395482073790190,0.000000001187839798744150243692,37459763609191694856343208,0.689288067313883368036897536513
24463776,1771177427,1218085187428395482073790190,1218085222153801743358726140,0.000000001187841325300809103283,37459699636821636354434167,0.689286891528322454014698905667
24463777,1771177439,1218085222153801743358726140,1218085239516475593865895963,0.000000001187839289891930554897,37459701002791614986443291,0.689286917341403571057867338823
24463779,1771177463,1218085239516475593865895963,1218085274241825303608354799,0.000000001187839345403081786155,37459701334634469783117549,0.689286924802137379586497445416
24463780,1771177475,1218085274241825303608354799,1218085291604500683522895797,0.000000001187839345403081786155,37459701500555897091244000,0.689286928532504283850812498713
24463781,1771177487,1218085291604500683522895797,1218085308967176387831307337,0.000000001187839345403081786155,37459749666028397756847905,0.689287815527449221342237706267
24463786,1771177547,1218085308967176387831307337,1218085395780670245866196706,0.000000001187840910817546673062,37459607080825020588261867,0.689285195237957615255197652004
24463790,1771177595,1218085395780670245866196706,1218085465231205432517658289,0.000000001187836380182420320996,37459680026576109264075162,0.689286540259118174489572083985
24463796,1771177667,1218085465231205432517658289,1218085569407218500517850313,0.000000001187838713192748365006,37459959666917464653078813,0.689291689918270167325431430072
24463802,1771177739,1218085569407218500517850313,1218085673584018162796224716,0.000000001187847579557181227263,37459866152436664788095383,0.689289973244640585825493417360
24463803,1771177751,1218085673584018162796224716,1218085690946775628496857214,0.000000001187844563451297524391,37459866318357934240479057,0.689289976975013485294141446502
24463805,1771177775,1218085690946775628496857214,1218085725672291456181377573,0.000000001187844581955014739340,37460526749598311800498061,0.689302131266952611277076812257
24463806,1771177787,1218085725672291456181377573,1218085743035355853086063090,0.000000001187865528162745931695,37460355062025628480700953,0.689298972632127804338608711987
24463807,1771177799,1218085743035355853086063090,1218085760398340919793648156,0.000000001187860069566208260274,37460355707981929328588026,0.689298985195900715261529967393
24463809,1771177823,1218085760398340919793648156,1218085795124312394506827596,0.000000001187860106573642276582,37460356039823535025124964,0.689298992656682596447126343264
24463810,1771177835,1218085795124312394506827596,1218085812487298656919351096,0.000000001187860106573642276582,37464908854914099381986149,0.689382772045661229576296591404
24463811,1771177847,1218085812487298656919351096,1218085829852395410188572362,0.000000001188004472574277770036,37464487004860359920186761,0.689375010041424429729772782593
24463812,1771177859,1218085829852395410188572362,1218085847217296882255991429,0.000000001187991094386831036900,37465287138282454158692517,0.689389741730487060067389393225
24463814,1771177883,1218085847217296882255991429,1218085881947842297529206437,0.000000001188016481486660729881,37464414094295098327596652,0.689373677749655078272894570546
24463815,1771177895,1218085881947842297529206437,1218085899312710717997596116,0.000000001187988781422196332225,37464414260211960744813176,0.689373681480193845061421598075
24463819,1771177943,1218085899312710717997596116,1218085968772187182995340319,0.000000001187988818429630555329,37464456215918147595255313,0.689374456238602051350028432353
24463820,1771177955,1218085968772187182995340319,1218085986137076364720192365,0.000000001187990113689825882413,37464443858477452245851217,0.689374229529849502640104219608
24463823,1771178003,1218085986137076364720192365,1218086055596612656291087642,0.000000001187989757493272286372,37464432416697379284553305,0.689374021702578554382512265875
24463825,1771178027,1218086055596612656291087642,1218086090326371680785861783,0.000000001187989373541142867907,37463305063408747388582184,0.689353278043699613242267787427
24463826,1771178039,1218086090326371680785861783,1218086107690729032633210564,0.000000001187953624359749937867,37463241720574847611310680,0.689352113164908630871252626093
24463829,1771178075,1218086107690729032633210564,1218086159783714494594389605,0.000000001187951625958305612585,37463242218328885264363614,0.689352124356397366611304278194
24463833,1771178123,1218086159783714494594389605,1218086229241032832219222460,0.000000001187951653713881228214,37463241928600526427270329,0.689352121734365996807980536687
24463835,1771178147,1218086229241032832219222460,1218086263969693217666462669,0.000000001187951625958305612585,37463778945534060975529270,0.689362009957375287960701371048
24463839,1771178195,1218086263969693217666462669,1218086333428012595197035581,0.000000001187968672507662809077,37464403781007273862308491,0.689373510589641025347873437568
24463840,1771178207,1218086333428012595197035581,1218086350792882671664300898,0.000000001187988466859006159628,37463888843733737430674836,0.689364036029877391698050814739
24463841,1771178219,1218086350792882671664300898,1218086368157514320616786079,0.000000001187972128076826954877,37463696749218776301523642,0.689360501876104092566777126194
24463844,1771178255,1218086368157514320616786079,1218086420251143643471048187,0.000000001187966058857625739620,37463716452125875065101397,0.689360866471687594447814717569
24463847,1771178291,1218086420251143643471048187,1218086472344802591284872076,0.000000001187966681816100760089,37441678583303018571365109,0.688955338213368739808117879875
24463848,1771178303,1218086472344802591284872076,1218086489699141445581412307,0.000000001187267839597438978672,37441678749241733025097193,0.688955341943076726707317902765
24463851,1771178339,1218086489699141445581412307,1218086541762159722716342648,0.000000001187267870436967463459,37441679247057861172237229,0.688955353132200687404917971435
24463855,1771178387,1218086541762159722716342648,1218086611179521810034493023,0.000000001187267895108590209929,37440904131833373677471238,0.688941092538533639277886777563
24463857,1771178411,1218086611179521810034493023,1218086645887485800286428591,0.000000001187243294416736155237,37440946007200435865355878,0.688941866351757581377057704231
24463858,1771178423,1218086645887485800286428591,1218086663241487575644249621,0.000000001187244617432507304746,37440946660404639164570078,0.688941879047481386955098514591
24463862,1771178483,1218086663241487575644249621,1218086750011501674865178291,0.000000001187244672943658536003,37440758478331356081071234,0.688938419591922035500886067894
24463864,1771178507,1218086750011501674865178291,1218086784719334599203085605,0.000000001187238677739325560158,37440828345768407017599892,0.688939706611268909419720785081
24463868,1771178555,1218086784719334599203085605,1218086854135132949915483000,0.000000001187240912063162618286,37441212648979209875732398,0.688946781079314063411800361791
24463869,1771178567,1218086854135132949915483000,1218086871489261281528663141,0.000000001187253073631211464090,37441367569091313050552836,0.688949633947787853927025025769
24463870,1771178579,1218086871489261281528663141,1218086888843461666382705101,0.000000001187257977116236822933,37441377480433737612736861,0.688949817000317987769619776373
24463871,1771178591,1218086888843461666382705101,1218086906197666892424505929,0.000000001187258291679427202325,37441398667232447176051573,0.688950207545804826914093155210
24463872,1771178603,1218086906197666892424505929,1218086923551882185866540173,0.000000001187258976316958985573,37441717050633291112415000,0.688956066960797697262819383468
24463874,1771178627,1218086923551882185866540173,1218086958260608658075910199,0.000000001187269079346483074498,37441718462828077564345566,0.688956094299700616545578668592
24463880,1771178699,1218086958260608658075910199,1218087062386797936085109026,0.000000001187269153361351520705,37441719458460149129302453,0.688956116677958863014907819888
24463881,1771178711,1218087062386797936085109026,1218087079741164142612882457,0.000000001187269134857634305756,37441588086195743814886424,0.688953699798725560654588662146
24463888,1771178795,1218087079741164142612882457,1218087201221308270821862519,0.000000001187265029675831395783,37440929108581549471703665,0.688941578341225713266737784579
24463891,1771178831,1218087201221308270821862519,1218087253283314576326940921,0.000000001187244099328429008476,37441169330631523073625609,0.688946000820900406047542219312
24463893,1771178855,1218087253283314576326940921,1218087287991542703741514649,0.000000001187251704356147690798,37441169662509920401242541,0.688946008280279520441524709895
24463902,1771178963,1218087287991542703741514649,1218087444178582900147700280,0.000000001187251778371016137005,37440941022644500928069972,0.688941807044165077655861750827
24463915,1771179119,1218087444178582900147700280,1218087669780743081579667907,0.000000001187244561921356073488,37440943093506688016593660,0.688941853941049897613879693381
24463931,1771179311,1218087669780743081579667907,1218087947445012945621275141,0.000000001187244652126976824282,37441201314122335802106239,0.688946616411967083237755105074
24463936,1771179371,1218087947445012945621275141,1218088034215708689522191958,0.000000001187252747965790879804,37441233555352608830776998,0.688947213369657474046903189446
24463938,1771179395,1218088034215708689522191958,1218088068924018605665003789,0.000000001187253749016884846658,37441209678341611604150014,0.688946775348600604083060261473
24463939,1771179407,1218088068924018605665003789,1218088086278162867518308873,0.000000001187252981112626009728,37441209169339470800059785,0.688946766658343534572850330733
24463950,1771179539,1218088086278162867518308873,1218088277173763470913631290,0.000000001187253046716713922485,37441210603210156009563145,0.688946800481487597878071937885
24463954,1771179587,1218088277173763470913631290,1218088346590355584284885941,0.000000001187253031997848040646,37441134008430535491940014,0.688945393725450050403935620125
24463957,1771179623,1218088346590355584284885941,1218088398652695759437402240,0.000000001187250594133123065642,37441160455269629246532965,0.688945882414729648957063545822
24463958,1771179635,1218088398652695759437402240,1218088416006821903857999651,0.000000001187251426800391534509,37441227758378838183768301,0.688947121570668397083636591560
24463960,1771179659,1218088416006821903857999651,1218088450715137324950312053,0.000000001187253563979713937935,37441276045525454269229835,0.688948011480079669510701023682
24463962,1771179683,1218088450715137324950312053,1218088485423498497594563811,0.000000001187255090536372797526,37440923903631071787560208,0.688941532884809859638153284322
24463963,1771179695,1218088485423498497594563811,1218088502777516235610416648,0.000000001187243914291258306548,37440924069570501190355433,0.688941536614490535050947528362
24463965,1771179719,1218088502777516235610416648,1218088537485552607193579531,0.000000001187243932794975314702,37441146984740718608477715,0.688945639945698462547341023310
24463972,1771179803,1218088537485552607193579531,1218088658964410950438637221,0.000000001187251040865721118811,37443413251018931645047271,0.688987347433476005065244862635
24463973,1771179815,1218088658964410950438637221,1218088676319584983506514409,0.000000001187322851148309155178,37443413512877589664372702,0.688987352928351670655615635042
24463974,1771179827,1218088676319584983506514409,1218088693674759385221282262,0.000000001187322869652026163332,37443412550559860875083967,0.688987335896515173949694599287
24463987,1771179983,1218088693674759385221282262,1218088919292043310982407288,0.000000001187322933703354618443,37443414707741682231134755,0.688987384383557666112096740108
24463989,1771180007,1218088919292043310982407288,1218088954002400393017422355,0.000000001187322906659460386436,37443445669526065490386104,0.688987955456809797460948630032
24463997,1771180103,1218088954002400393017422355,1218089092843953419476290249,0.000000001187323940554652068613,37443184246332154488797476,0.688983150281458289754255019943
24464002,1771180163,1218089092843953419476290249,1218089179619326243633175396,0.000000001187315627297162288399,37443190923505122452335449,0.688983276528491006551746522746
24464006,1771180211,1218089179619326243633175396,1218089249039641333437133978,0.000000001187315828987678401063,37443498803996901006439001,0.688988952425241829580215835449
24464011,1771180271,1218089249039641333437133978,1218089335815754278981112142,0.000000001187325600800666906654,37443514135321728986234904,0.688989238007315041301126257167
24464017,1771180343,1218089335815754278981112142,1218089439947140610543536776,0.000000001187326095466703314603,37443515112177462953525026,0.688989260040647533145374836749
24464020,1771180379,1218089439947140610543536776,1218089492012838472879047169,0.000000001187326101634609052919,37442512383225045634809603,0.688970810325812532681766242604
24464023,1771180415,1218089492012838472879047169,1218089544077144252874720502,0.000000001187294306080764812022,37442512881038812303761940,0.688970821515030529269552062033
24464026,1771180451,1218089544077144252874720502,1218089596141452950450559987,0.000000001187294318416576288655,37442513378852570377146024,0.688970832704248525857337881462
24464027,1771180463,1218089596141452950450559987,1218089613496223241573309233,0.000000001187294318416576288655,37439537862941777211750613,0.688916079355060606559391089831
24464028,1771180475,1218089613496223241573309233,1218089630849614615165181838,0.000000001187199967963200158503,37440072280748422855976712,0.688925914134798977883633597230
24464032,1771180523,1218089630849614615165181838,1218089700264173401896950385,0.000000001187216935871759915244,37441627395698832303750751,0.688954538066908539484245466156
24464034,1771180547,1218089700264173401896950385,1218089734972895884092672002,0.000000001187266229774053272195,37441909711761875729947649,0.688959734466066509028792097524
24464037,1771180583,1218089734972895884092672002,1218089787036374026052873739,0.000000001187275191741024251175,37441913641212807636802253,0.688959808802552697848398111091
24464038,1771180595,1218089787036374026052873739,1218089804390869055867168923,0.000000001187275296595420975375,37443090052150929212372479,0.688981457237182515207507549349
24464042,1771180643,1218089804390869055867168923,1218089873811032734812264948,0.000000001187312632470553403398,37443083868711530723672790,0.688981346162718777392797164794
24464047,1771180703,1218089873811032734812264948,1218089960586228566814152666,0.000000001187312444657825098549,37443299437654790473123045,0.688985316341965692288340505911
24464051,1771180751,1218089960586228566814152666,1218090030006789352048076484,0.000000001187319270679054739048,37443309879499229837950347,0.688985511192943267388955064234
24464056,1771180811,1218090030006789352048076484,1218090116782520096450660051,0.000000001187319609297077332439,37442304028051856052694839,0.688967005369962692817864535755
24464058,1771180835,1218090116782520096450660051,1218090151491881691530979379,0.000000001187287684834004153345,37443160280509923262388568,0.688982770955569590043410244107
24464061,1771180871,1218090151491881691530979379,1218090203557116569572760367,0.000000001187314851374626115735,37452772112059534794833439,0.689159645382797836354882292653
24464071,1771180991,1218090203557116569572760367,1218090377152466860936410593,0.000000001187619697029518306408,37452736179149212207000100,0.689158990930125114893201043742
24464075,1771181039,1218090377152466860936410593,1218090446590547284337849928,0.000000001187618508165696034705,37452876104104046293997834,0.689161568363960808092372190004
24464080,1771181099,1218090446590547284337849928,1218090533388477659460721630,0.000000001187622951833352138253,37453112498232159039848313,0.689165924006773011889492863702
24464082,1771181123,1218090533388477659460721630,1218090568107870680925662960,0.000000001187630419933564546643,37453113711961008897463259,0.689165947694846070525898085180
24464087,1771181183,1218090568107870680925662960,1218090654906360376983691123,0.000000001187630486546945982794,37453143332837739427165530,0.689166496148323703963001207740
24464091,1771181231,1218090654906360376983691123,1218090724345211504761037437,0.000000001187631419134286709284,37452205060603391187227637,0.689149233210365363966332097334
24464093,1771181255,1218090724345211504761037437,1218090759063768765597445805,0.000000001187601646653509540140,37452516734626083076287910,0.689154969842937337176635992364
24464095,1771181279,1218090759063768765597445805,1218090793782615940851089036,0.000000001187611527638428704033,37452514667291977939517292,0.689154933154365823000375712581
24464098,1771181315,1218090793782615940851089036,1218090845860885684535821154,0.000000001187611472127277472775,37452528261024993649850776,0.689155185323777508266118729807
24464101,1771181351,1218090845860885684535821154,1218090897939176557061487712,0.000000001187611903880676053000,37451873734844373748583068,0.689143143070364394553450893000
24464102,1771181363,1218090897939176557061487712,1218090915298303966592373699,0.000000001187591136542209824256,37451957843864213513844551,0.689144692254556656685338111856
24464104,1771181387,1218090915298303966592373699,1218090950016637497704119037,0.000000001187593810329327532107,37451944824161131301119790,0.689144454025566122190582518670
24464105,1771181399,1218090950016637497704119037,1218090967375798599644869853,0.000000001187593393995693297673,37451958915858992334998226,0.689144714000460512082213426766
24464107,1771181423,1218090967375798599644869853,1218091002094134608832228419,0.000000001187593847336761548415,37451304332911424382852790,0.689132670025462523710757523077
24464108,1771181435,1218091002094134608832228419,1218091019452999582068358216,0.000000001187573076914342657308,37451305195117198107676968,0.689132686567540342359450278309
24464114,1771181507,1218091019452999582068358216,1218091123606197014265370807,0.000000001187573147845258027562,37451306181098194222186612,0.689132708771328039709658241918
24464117,1771181543,1218091123606197014265370807,1218091175682800441002829386,0.000000001187573150929210896720,37451661935775636641987238,0.689139260502636408212140395335
24464118,1771181555,1218091175682800441002829386,1218091193041833638752468546,0.000000001187584419692910842059,37451615986957427981699299,0.689138415650725866257175766805
24464128,1771181675,1218091193041833638752468546,1218091366631966247249420014,0.000000001187583037465245266457,37451895943423174765302239,0.689143573832631695097461488331
24464129,1771181687,1218091366631966247249420014,1218091383991110629954504324,0.000000001187591839683458822454,37451895783075764317982005,0.689143571558730183568286520313
24464132,1771181723,1218091383991110629954504324,1218091436068545039425867226,0.000000001187591852019270092291,37452549113832519129091010,0.689155595875901805236196651094
24464134,1771181747,1218091436068545039425867226,1218091470787441526984125974,0.000000001187612554594726482303,37453268667661659263891153,0.689168838122479421315347281052
24464135,1771181759,1218091470787441526984125974,1218091488147223658749530231,0.000000001187635360426024128590,37453624068237139114952697,0.689175378714482644859629090206
24464137,1771181783,1218091488147223658749530231,1218091522867118124486656795,0.000000001187646647693441082083,37453628238991511673432141,0.689175456816415010763421378215
24464144,1771181867,1218091522867118124486656795,1218091644386770080139535000,0.000000001187646819513671182069,37453659151981388517707684,0.689176030400622474658689498028
24464149,1771181927,1218091644386770080139535000,1218091731186600540992318692,0.000000001187647783821669518656,37453659981617685372880876,0.689176049051362871189496672741
24464151,1771181951,1218091731186600540992318692,1218091765906535226287066657,0.000000001187647785672041322869,37453613115239848586565510,0.689175188020651807718763848243
24464153,1771181975,1218091765906535226287066657,1218091800626427455598617337,0.000000001187646296122816686382,37454588287034874499000200,0.689193133283059089500000027328
24464155,1771181999,1218091800626427455598617337,1218091835347224669070754785,0.000000001187677215834052496992,37454344980180319028919977,0.689188657417688421702450796147
24464156,1771182011,1218091835347224669070754785,1218091852707510872931116057,0.000000001187669499784031352154,37455004113308498711322590,0.689200793220800300709072416794
24464159,1771182047,1218091852707510872931116057,1218091904789287504105729895,0.000000001187690415152234059722,37454995013376231337366343,0.689200627798805753876365542965
24464162,1771182083,1218091904789287504105729895,1218091956871053708532508907,0.000000001187690125260666633595,37454217320526655785850386,0.689186318340835102347341489804
24464165,1771182119,1218091956871053708532508907,1218092008951740745467105123,0.000000001187665465973708478487,37454235921823807194211074,0.689186662649935555258196018258
24464178,1771182275,1218092008951740745467105123,1218092234634855720388338779,0.000000001187666140647700270638,37454244658347109353368052,0.689186832214594757850534278987
24464184,1771182347,1218092234634855720388338779,1218092338796331800505497210,0.000000001187666357236081047770,37454253730860941420497533,0.689187003217756388728787442233
24464188,1771182395,1218092338796331800505497210,1218092408237337622919733955,0.000000001187666627081955134561,37454260207873451207906436,0.689187125112182719099962469045
24464189,1771182407,1218092408237337622919733955,1218092425597592699199875699,0.000000001187666816745055036829,37454356344752289926245120,0.689188894855149336571287221886
24464191,1771182431,1218092425597592699199875699,1218092460318192713959968852,0.000000001187669869858372756009,37454923015261292938833601,0.689199323067890667893209410977
24464192,1771182443,1218092460318192713959968852,1218092477678755747372223285,0.000000001187687818463937667237,37455403697755137638449263,0.689208169040381624093072332471
24464194,1771182467,1218092477678755747372223285,1218092512400328154458858102,0.000000001187703074778667655664,37455405857725731851884148,0.689208210141008636995252345514
24464200,1771182539,1218092512400328154458858102,1218092616565057321073425487,0.000000001187703179633064379864,37454761507735560383405287,0.689196357173681217744842797401
24464203,1771182575,1218092616565057321073425487,1218092668646529265282727487,0.000000001187682723773835661354,37455275849802996812756579,0.689205823887959700968508514052
24464205,1771182599,1218092668646529265282727487,1218092703367988599399430061,0.000000001187699022464627773843,37455642561050258604752585,0.689212573291717256473987163190
24464209,1771182647,1218092703367988599399430061,1218092772811590127713201155,0.000000001187710665928598530172,37456618039946238772082624,0.689230525560498352710681047029
24464214,1771182707,1218092772811590127713201155,1218092859618358305351523608,0.000000001187741608769480756071,37456300653593481642559325,0.689224688549219921540611721866
24464215,1771182719,1218092859618358305351523608,1218092876979565572856837939,0.000000001187731505739956667146,37456141728543141826477939,0.689221764761233757212721684482
24464216,1771182731,1218092876979565572856837939,1218092894340699425146038146,0.000000001187726472728911630838,37455222749025906006088366,0.689204854803944888530509160773
24464217,1771182743,1218092894340699425146038146,1218092911701407572657898490,0.000000001187697329374515220479,37453741729594673113030722,0.689177603465160548701362586144
24464219,1771182767,1218092911701407572657898490,1218092946421451688116245352,0.000000001187650376192432183832,37454126877769569377098868,0.689184692136700416398298330023
24464221,1771182791,1218092946421451688116245352,1218092981141853829970425044,0.000000001187662588645703060554,37453669108640634857605933,0.689176269835441002165055124351
24464222,1771182803,1218092981141853829970425044,1218092998501843093418779766,0.000000001187648072479656086632,37453239918887405803771140,0.689168372654767269480657887470
24464223,1771182815,1218092998501843093418779766,1218093015861633672374901042,0.000000001187634453743887213515,37452508267620607248005823,0.689154909824644335003540618345
24464233,1771182935,1218093015861633672374901042,1218093189456161823303088930,0.000000001187611331499027797213,37452488293937819379515782,0.689154549062511945223263865046
24464235,1771182959,1218093189456161823303088930,1218093224175051906397984090,0.000000001187610630208150603228,37452505419150639174368752,0.689154865533372684716084677348
24464239,1771183007,1218093224175051906397984090,1218093293612866791872660921,0.000000001187611189945592116146,37454355624929415969022080,0.689188914869319324552066063916
24464240,1771183019,1218093293612866791872660921,1218093310973178712887700273,0.000000001187669832850938739701,37455850397753250313697298,0.689216421662779077372817937430
24464241,1771183031,1218093310973178712887700273,1218093328334183717244972664,0.000000001187717239374090233885,37454810661017720143224448,0.689197289586253813986616023612
24464242,1771183043,1218093328334183717244972664,1218093345694707044993564287,0.000000001187684265750258866736,37454810347086356766821643,0.689197284486328443087188588834
24464247,1771183103,1218093345694707044993564287,1218093432497326667579105430,0.000000001187684287954719276521,37454833250175247235635505,0.689197709322830309730534281698
24464248,1771183115,1218093432497326667579105430,1218093449857861950090119588,0.000000001187684987395224873087,37454761246124915601477904,0.689196385014549717240583959210
24464251,1771183151,1218093449857861950090119588,1218093501939369159273969850,0.000000001187682711438024391516,37454810483765651929580893,0.689197293056030613200846346444
24464252,1771183163,1218093501939369159273969850,1218093519299894879122942471,0.000000001187684265750258866736,37454810649691785963478018,0.689197296786220992004245999851
24464254,1771183187,1218093519299894879122942471,1218093554020947214914013286,0.000000001187684275002117267415,37454684410582345425245232,0.689194975146374844143792870454
24464268,1771183355,1218093554020947214914013286,1218093797067522100947581140,0.000000001187680369396120073057,37454687236848309677380672,0.689195036630442459113510267343
24464271,1771183391,1218093797067522100947581140,1218093849148941244390093131,0.000000001187680367633861202055,37454690087879198112105983,0.689195091124456760134364685655
24464275,1771183439,1218093849148941244390093131,1218093918590842185467560253,0.000000001187680463236399525574,37454593273871025383660763,0.689193312380333988897973540588
24464279,1771183487,1218093918590842185467560253,1218093988032567589807798233,0.000000001187677396245293998580,37454593937576460565737130,0.689193327301064528889185112348
24464281,1771183511,1218093988032567589807798233,1218094022753432391779550764,0.000000001187677400871223198919,37454611931435697681621548,0.689193659754520626670171168371
24464283,1771183535,1218094022753432391779550764,1218094057474314863971180475,0.000000001187677974486452519652,37454908852838780690998254,0.689199124918764116642933004186
24464290,1771183619,1218094057474314863971180475,1218094178998374684766067657,0.000000001187687427242490845325,37454914577886904191210051,0.689199235001398013977791379148
24464296,1771183691,1218094178998374684766067657,1218094283161880102398430774,0.000000001187687599503285611364,37454915699075799876818984,0.689199259694397992070946656895
24464297,1771183703,1218094283161880102398430774,1218094300522465724344405092,0.000000001187687596419332742205,37454911207708306221521113,0.689199177723225808733786834637
24464311,1771183883,1218094300522465724344405092,1218094560931248518170067462,0.000000001187687570514128723994,37455441550005256725384843,0.689208946991212267896287357871
24464312,1771183895,1218094560931248518170067462,1218094578292081834177880864,0.000000001187704268268419127708,37456396249728690143653253,0.689226514877851137441666651284
24464321,1771184003,1218094578292081834177880864,1218094734543575397408190964,0.000000001187734610252488458707,37456426794199873745142076,0.689227083035964249724258934293
24464325,1771184051,1218094734543575397408190964,1218094803988746711587392554,0.000000001187735534924350133679,37457632166913920736845788,0.689249266457611198255506224086
24464326,1771184063,1218094803988746711587392554,1218094821350598856719249840,0.000000001187773731222326439403,37457680324628866971610043,0.689250153310759339220226138423
24464332,1771184135,1218094821350598856719249840,1218094925521850852708614760,0.000000001187775300954325260414,37457611667292153027373124,0.689248894025968339427379305562
24464333,1771184147,1218094925521850852708614760,1218094942883695228379565345,0.000000001187773083592228879259,37457591343230724500594316,0.689248520708986456284605992550
24464338,1771184207,1218094942883695228379565345,1218095029692873717011173435,0.000000001187772472969565335423,37457085083766360315540327,0.689239208140388193157832574798
24464345,1771184291,1218095029692873717011173435,1218095151224091412578134464,0.000000001187756435533635701328,37457086161676907158300697,0.689239232714789373801522742724
24464346,1771184303,1218095151224091412578134464,1218095168585695429959870388,0.000000001187756411743142286961,37457086324978764425080770,0.689239236396812615659257517109
24464347,1771184315,1218095168585695429959870388,1218095185947299770489364458,0.000000001187756430246859501911,37457086970806797181257963,0.689239248958060768401878704026
24464350,1771184351,1218095185947299770489364458,1218095238032115174852159412,0.000000001187756461086387986698,37457442702877183464514764,0.689245797007216109975047402258
24464361,1771184483,1218095238032115174852159412,1218095429011604437564288380,0.000000001187767810032861909765,37457445007950108321817240,0.689245846871517020559849697747
24464371,1771184603,1218095429011604437564288380,1218095602629358616697586436,0.000000001187767874795871541703,37457461986147533819537741,0.689246166055082598589365261432
24464375,1771184651,1218095602629358616697586436,1218095672076498695296467319,0.000000001187768360518444815209,37457469891532441610838814,0.689246314228920020639179710997
24464376,1771184663,1218095672076498695296467319,1218095689438287997798664202,0.000000001187768587188979147375,37457565792153770069047309,0.689248084193015086995615092746
24464377,1771184675,1218095689438287997798664202,1218095706800121998346456348,0.000000001187771621798579651606,37457421313295018555042575,0.689245426236201774727874180826
24464392,1771184855,1218095706800121998346456348,1218095967226657198010274137,0.000000001187767164869926479511,37457451654764198729189453,0.689245994700089958939770440338
24464395,1771184891,1218095967226657198010274137,1218096019312013109823163847,0.000000001187768025909561096480,37457453592272460419797565,0.689246032384341456022980310081
24464398,1771184927,1218096019312013109823163847,1218096071397373942932793929,0.000000001187768087588618066054,37456766592427205921635854,0.689233392558618040979467878060
24464401,1771184963,1218096071397373942932793929,1218096123481781715696180332,0.000000001187746302545712666516,37456691124833894000343140,0.689232005928078650391910286999
24464403,1771184987,1218096123481781715696180332,1218096158204651508631131265,0.000000001187743903230398245796,37456691552661360099123922,0.689232015154755739416714277468
24464405,1771185011,1218096158204651508631131265,1218096192927522687973110374,0.000000001187743912482256853271,37457003488544357743823617,0.689237756610225460462970659137
24464407,1771185035,1218096192927522687973110374,1218096227650684026010859953,0.000000001187753802719034417844,37457171043552518769306548,0.689240841234906032042317747255
24464412,1771185095,1218096227650684026010859953,1218096314458980016144678040,0.000000001187759142891783030283,37457176672233859722406784,0.689240948196437219763765824609
24464413,1771185107,1218096314458980016144678040,1218096331820642565477393477,0.000000001187759279819289304214,37457177186313473169929326,0.689240958333048769901552077499
24464414,1771185119,1218096331820642565477393477,1218096349182305600547310740,0.000000001187759298323006312368,37457225342924261788087368,0.689241845166018163304499921651
24464418,1771185167,1218096349182305600547310740,1218096418629049499110680056,0.000000001187760857261170194722,37471152253005440505539471,0.689498113765967146626678641042
24464421,1771185203,1218096418629049499110680056,1218096470733475683467075849,0.000000001188202468514908190072,37471216851440183545901347,0.689499304510203581131122518855
24464423,1771185227,1218096470733475683467075849,1218096505469820928242256927,0.000000001188204507007739607616,37471237832621101700618908,0.689499691935761882533029165643
24464428,1771185287,1218096505469820928242256927,1218096592310736998566840670,0.000000001188205200897129998339,37471212832243708348346448,0.689499235279153244171368442039
24464429,1771185299,1218096592310736998566840670,1218096609678909367710547657,0.000000001188204368229861529471,37471213007822514615865399,0.689499239187857826394179028284
24464435,1771185371,1218096609678909367710547657,1218096713887949271373540818,0.000000001188204420657059891571,37471233274665673693748096,0.689499616195762721204687295540
