block,timestamp,previousVariableBorrowIndex,variableBorrowIndex,percent_deltaIndex,currentVariableBorrowRate,utilization
24463022,1771168343,1218072034370797738718271055,1218072069155711301023274617,0.000000001189889723788676740203,37524529541114748111239933,0.690479334067836569843734650931
24463027,1771168403,1218072069155711301023274617,1218072156118388191923207422,0.000000001189895067662168547478,37524529604373853670627771,0.690479338635323847128688612429
24463029,1771168427,1218072156118388191923207422,1218072190903460745328601247,0.000000001189895043607336333480,37524558895884835354417788,0.690479879004202712344806514011
24463036,1771168511,1218072190903460745328601247,1218072312651317540931964524,0.000000001189896015052482880492,37524176197651841699928804,0.690472841550389904163864684961
24463037,1771168523,1218072312651317540931964524,1218072330043692125302803709,0.000000001189883821102929011924,37505779073131382696686598,0.690134320055134642402094868885
24463043,1771168595,1218072330043692125302803709,1218072434346782677123348097,0.000000001189300503757885423157,37505780068387735021142493,0.690134342447326853964284509857
24463046,1771168631,1218072434346782677123348097,1218072486498332686219655320,0.000000001189300509925790954678,37505765138474735081264374,0.690134069753637224842179875850
24463052,1771168703,1218072486498332686219655320,1218072590801397883086113841,0.000000001189300062752628235457,37505758071089750768421768,0.690133943781188086141753501579
24463055,1771168739,1218072590801397883086113841,1218072642952924003650024620,0.000000001189299812952447694797,37505758568747066257517486,0.690133954977816488352004853368
24463058,1771168775,1218072642952924003650024620,1218072695104453049060226613,0.000000001189299825288259171430,37505759066346236698202862,0.690133966173375745789542179409
24463059,1771168787,1218072695104453049060226613,1218072712488296791023606358,0.000000001189299825288259171430,37505278013665675243495148,0.690125114765444469533406390838
24463063,1771168835,1218072712488296791023606358,1218072782022782371980262712,0.000000001189284596729104798631,37505278677171921325531661,0.690125129693500927174909520545
24463067,1771168883,1218072782022782371980262712,1218072851557273152494351150,0.000000001189284619858751007125,37505280632962189675991013,0.690125168401513056082308139594
24463069,1771168907,1218072851557273152494351150,1218072886324521844294755516,0.000000001189284661492114430568,37505280964715306485352332,0.690125175865541340414210935705
24463070,1771168919,1218072886324521844294755516,1218072903708146716095283375,0.000000001189284670743973038043,37505281130591838089413070,0.690125179597555593602464796277
24463072,1771168943,1218072903708146716095283375,1218072938475397357730074563,0.000000001189284679995831645518,37505281462344952582718724,0.690125187061583766912065129873
24463081,1771169051,1218072938475397357730074563,1218073094928038909392677730,0.000000001189284748870778436333,37505282955233971575048492,0.690125220649713599918584350235
24463085,1771169099,1218073094928038909392677730,1218073164462555483805944660,0.000000001189284754010699884930,37498038158862613093183213,0.689991908291921252072143033729
24463088,1771169135,1218073164462555483805944660,1218073216603371669756391540,0.000000001189055014943423586096,37498048277044164921389850,0.689992096519309039415190909494
24463097,1771169255,1218073216603371669756391540,1218073390406155306743504171,0.000000001189055394886414336694,37498066137288020264842766,0.689992431966930941378279840137
24463100,1771169291,1218073390406155306743504171,1218073442547020068286259275,0.000000001189055903121843286221,37498091507178788472218816,0.689992900853778512448855053663
24463103,1771169327,1218073442547020068286259275,1218073494687922338474157086,0.000000001189056704949583270302,37498091042774511630118593,0.689992894345785923171376907703
24463104,1771169339,1218073494687922338474157086,1218073512068223375940778799,0.000000001189056667942149253993,37498091208658256425654241,0.689992898077541605417195569316
24463107,1771169375,1218073512068223375940778799,1218073564209128206964898820,0.000000001189056698781677738780,37498100379563144422390292,0.689993068953479449234578169126
24463111,1771169423,1218073564209128206964898820,1218073633730355123042680999,0.000000001189056996383127234405,37498101740275393575001176,0.689993096709086706219693496678
24463115,1771169471,1218073633730355123042680999,1218073703251588529777735917,0.000000001189057038016490657849,37498101922782411875644923,0.689993102784478229416720296285
24463123,1771169567,1218073703251588529777735917,1218073842294067923700314874,0.000000001189057079649854081292,37498103249852322700960772,0.689993132638529016453787789942
24463134,1771169699,1218073842294067923700314874,1218074033477509771778562252,0.000000001189057147356637179110,37498124595532354568718623,0.689993532888092286903258809616
24463136,1771169723,1218074033477509771778562252,1218074068238158573644526198,0.000000001189057750409598263521,37498124927299787928570308,0.689993540351606315930155233218
24463143,1771169807,1218074068238158573644526198,1218074189900438268418804226,0.000000001189057799312279090410,37498126088485801505684564,0.689993566473906638769619803497
24463145,1771169831,1218074189900438268418804226,1218074224661092918149805001,0.000000001189057796668890887304,37498127240468013955282880,0.689993589030599818734401651454
24463146,1771169843,1218074224661092918149805001,1218074242041421148949258129,0.000000001189057815172607895458,37501358399429975682297517,0.690053045365405237632216994825
24463148,1771169867,1218074242041421148949258129,1218074276805073629734222048,0.000000001189160288757780797407,37501358731190968850149661,0.690053052829152302471982238785
24463151,1771169903,1218074276805073629734222048,1218074328950554672503926859,0.000000001189160307261498012356,37501359228832427336673329,0.690053064024772733198176410951
24463152,1771169915,1218074328950554672503926859,1218074346332382413491305740,0.000000001189160307261498012356,37501359394712898133366214,0.690053067756646210106907801674
24463153,1771169927,1218074346332382413491305740,1218074363714210479401409028,0.000000001189160307261498012356,37501699939886815452343840,0.690059334976821481255626622442
24463155,1771169951,1218074363714210479401409028,1218074398478183039776529922,0.000000001189171122684129500158,37501699574465509753620989,0.690059329611929839209949477663
24463157,1771169975,1218074398478183039776529922,1218074433242156253574585707,0.000000001189171113432270892683,37501700529158963735056262,0.690059348538603511968858583714
24463158,1771169987,1218074433242156253574585707,1218074450624143675035551722,0.000000001189171131935988107632,37501708303404864975416764,0.690059492270111873857274531474
24463163,1771170047,1218074450624143675035551722,1218074537534102519732491069,0.000000001189171413192487665552,37501643518739392113553343,0.690058303532523842349633014237
